1067,7.80,7.80
1069,7.70,7.70
1097,8.00,8.00
1099,8.10,8.10
1108,7.40,7.40
1109,7.50,7.50
1127,7.30,7.30
1129,7.40,7.40
1139,7.20,7.20
1156,7.20,7.20
1157,7.20,7.20
1159,7.30,7.30
1169,6.60,6.60
1187,7.80,7.80
1189,7.20,7.20
1217,7.40,7.40
1219,7.30,7.30
1237,6.90,6.90
1239,6.50,6.50
1257,6.80,6.80
1259,7.40,7.40
1277,7.70,7.70
1279,7.30,7.30
1307,7.50,7.50
1309,7.80,7.80
1324,8.00,8.00
1326,8.20,8.20
1328,7.10,7.10
1465,7.10,7.10
2826,4.80,4.80
2827,4.80,4.80
2828,4.50,4.50
3042,5.30,5.30
3044,5.60,5.60
3046,6.10,6.10
3048,5.60,5.60
3050,5.70,5.70
3051,6.30,6.30
3052,5.50,5.50
3053,5.50,5.50
3054,6.00,6.00
3055,6.20,6.20
4103,7.70,7.70
4105,7.80,7.80
4107,8.00,8.00
4109,7.60,7.60
4129,6.60,6.60
4155,6.80,6.80
4157,6.90,6.90
4158,6.80,6.80
4159,6.40,6.40
4177,6.60,6.60
4178,6.40,6.40
4179,6.40,6.40
4205,5.40,5.40
4207,5.60,5.60
4209,5.30,5.30
4229,7.30,7.30
4249,6.40,6.40
4275,7.50,7.50
4277,7.00,7.00
4279,6.40,6.40
4288,6.40,6.40
4289,6.50,6.50
4299,6.80,6.80
4315,6.40,6.40
4316,6.70,6.70
4317,6.60,6.60
4318,6.00,6.00
4319,6.20,6.20
4328,6.00,6.00
4329,6.10,6.10
4347,6.00,6.00
4349,6.30,6.30
4356,6.50,6.50
4357,5.80,5.80
6108,7.10,7.10
6110,6.00,6.00
6112,6.00,6.00
6114,6.80,6.80
6116,6.30,6.30
6118,6.30,6.30
6120,5.30,5.30
6122,5.50,5.50
6124,5.30,5.30
6126,4.90,4.90
6128,5.80,5.80
6130,6.10,6.10
6132,5.10,5.10
6842,5.80,5.80
6844,5.80,5.80
6846,6.40,6.40
6847,5.30,5.30
6849,5.80,5.80
6861,4.90,4.90
6862,4.90,4.90
7545,5.00,5.00
7546,5.10,5.10
7548,5.30,5.30
7549,4.90,4.90
7551,4.90,4.90
7552,5.10,5.10
7554,4.90,4.90
7743,8.80,8.80
7745,8.20,8.20
7747,6.80,6.80
7749,8.70,8.70
8056,5.30,5.30
8058,5.40,5.40
8060,5.20,5.20
8062,4.70,4.70
8064,5.40,5.40
8066,5.00,5.00
8523,4.50,4.50
8525,4.50,4.50
8527,4.50,4.50
8529,4.50,4.50
8547,5.20,5.20
9111,5.30,5.30
9112,5.40,5.40
9113,5.20,5.20
9114,5.30,5.30
9116,5.30,5.30
9117,5.50,5.50
9119,5.10,5.10
9120,5.20,5.20
9122,5.00,5.00
9123,5.10,5.10
9125,5.30,5.30
9126,5.20,5.20
9127,5.40,5.40
9128,5.60,5.60
9130,4.70,4.70
9131,5.00,5.00
9224,5.60,5.60
9228,5.10,5.10
9247,5.60,5.60
14467,10.80,10.80
14469,10.10,10.10
14471,9.40,9.40
14473,10.50,10.50
14476,8.90,8.90
14478,7.50,7.50
14480,8.60,8.60
14482,10.00,10.00
14770,5.90,5.90
14772,5.40,5.40
14774,6.00,6.00
14776,6.20,6.20
15230,5.90,5.90
15232,5.60,5.60
15234,5.80,5.80
17033,6.50,6.50
17034,4.90,4.90
17036,5.10,5.10
17489,8.10,8.10
17491,5.70,5.70
17493,6.70,6.70
18055,9.70,9.70
18057,9.50,9.50
18106,5.90,5.90
18109,5.90,5.90
18119,10.50,10.50
18146,5.60,5.60
18147,6.50,6.50
18435,5.80,5.80
18437,5.90,5.90
18439,7.00,7.00
19053,7.00,7.00
19055,7.20,7.20
19057,6.10,6.10
19059,6.70,6.70
19061,6.40,6.40
19063,5.10,5.10
21335,9.00,9.00
21337,9.30,9.30
21339,8.90,8.90
22844,9.30,9.30
22846,9.60,9.60
22848,9.80,9.80
22850,9.60,9.60
22851,9.70,9.70
23552,8.60,8.60
23554,7.70,7.70
23556,7.90,7.90
23558,8.10,8.10
23560,7.50,7.50
23562,8.10,8.10
23564,8.40,8.40
23566,7.70,7.70
23568,7.80,7.80
23569,6.50,6.50
23570,9.10,9.10
24103,8.90,8.90
24105,9.00,9.00
24106,8.20,8.20
24109,7.10,7.10
24111,7.90,7.90
24114,8.30,8.30
24116,8.10,8.10
24118,8.70,8.70
24143,7.10,7.10
24145,7.80,7.80
24146,7.10,7.10
24147,7.50,7.50
24148,7.10,7.10
24149,7.20,7.20
24159,7.70,7.70
24534,6.20,6.20
24536,6.60,6.60
24537,6.10,6.10
24539,6.30,6.30
24937,7.10,7.10
24939,7.00,7.00
24941,6.70,6.70
24943,6.70,6.70
24944,6.70,6.70
26121,8.00,8.00
26122,7.90,7.90
26123,8.10,8.10
26125,8.10,8.10
26127,8.00,8.00
26129,8.30,8.30
26131,7.90,7.90
26133,7.50,7.50
26135,8.70,8.70
26382,5.60,5.60
26384,5.60,5.60
26386,5.30,5.30
26388,5.20,5.20
26389,5.50,5.50
26721,6.20,6.20
26723,6.00,6.00
26725,6.10,6.10
27568,5.50,5.50
27570,5.60,5.60
27572,5.50,5.50
27574,6.10,6.10
27576,5.20,5.20
27578,5.70,5.70
27580,5.90,5.90
27749,6.50,6.50
27751,6.50,6.50
27753,6.60,6.60
27755,6.50,6.50
28195,9.10,9.10
28197,7.20,7.20
28199,8.80,8.80
28201,8.70,8.70
28203,9.60,9.60
28205,8.80,8.80
28207,8.00,8.00
28209,9.50,9.50
28211,9.00,9.00
28213,8.80,8.80
28215,8.90,8.90
28217,8.70,8.70
28219,7.40,7.40
28237,6.50,6.50
28239,6.90,6.90
28259,7.30,7.30
28277,7.20,7.20
28279,8.20,8.20
28307,7.50,7.50
28309,7.30,7.30
28325,7.40,7.40
28327,7.00,7.00
28329,7.70,7.70
28355,8.60,8.60
28357,8.20,8.20
28359,8.80,8.80
28717,7.10,7.10
28719,6.60,6.60
28755,6.50,6.50
28757,6.60,6.60
28759,7.10,7.10
28777,6.00,6.00
28779,6.20,6.20
29221,6.50,6.50
29223,6.40,6.40
29225,6.50,6.50
29227,6.20,6.20
29229,6.20,6.20
30159,8.80,8.80
30161,9.30,9.30
30163,9.10,9.10
30165,8.30,8.30
30167,8.80,8.80
30169,9.20,9.20
30171,8.90,8.90
30173,8.80,8.80
30175,10.00,10.00
30177,8.90,8.90
30179,7.80,7.80
30419,8.20,8.20
30449,8.60,8.60
30451,8.50,8.50
30453,7.70,7.70
30455,7.40,7.40
30457,7.30,7.30
30459,8.30,8.30
30519,8.60,8.60
30539,7.90,7.90
30559,8.40,8.40
30625,8.40,8.40
30627,7.90,7.90
30629,7.80,7.80
30655,8.60,8.60
30657,8.30,8.30
30659,8.60,8.60
30823,7.00,7.00
30826,6.80,6.80
30827,7.00,7.00
30851,7.70,7.70
30853,8.30,8.30
30855,7.50,7.50
31134,6.60,6.60
31135,6.40,6.40
31137,6.40,6.40
31139,6.50,6.50
31141,6.50,6.50
31785,6.00,6.00
31787,5.60,5.60
31789,5.60,5.60
32049,5.80,5.80
32051,5.70,5.70
32052,6.20,6.20
32105,6.30,6.30
32107,5.70,5.70
32108,5.90,5.90
32423,6.10,6.10
32425,6.20,6.20
32427,6.30,6.30
32429,5.60,5.60
32756,6.60,6.60
32758,6.00,6.00
32760,6.30,6.30
33098,7.20,7.20
33100,6.90,6.90
33102,7.60,7.60
33104,6.70,6.70
33106,6.80,6.80
33330,6.70,6.70
33332,7.00,7.00
33333,7.10,7.10
33334,6.80,6.80
33335,6.80,6.80
33602,8.00,8.00
33604,7.50,7.50
33605,7.00,7.00
33607,7.50,7.50
33609,6.60,6.60
33611,7.20,7.20
33613,7.50,7.50
33615,7.70,7.70
33617,7.20,7.20
33619,7.80,7.80
33647,6.60,6.60
33649,6.80,6.80
33659,6.50,6.50
33689,6.60,6.60
33699,6.50,6.50
33719,7.20,7.20
33729,6.50,6.50
33739,6.60,6.60
34117,7.90,7.90
34119,7.90,7.90
34121,7.70,7.70
34123,6.80,6.80
34125,6.90,6.90
34127,6.90,6.90
34128,7.90,7.90
34130,7.60,7.60
34131,8.50,8.50
34132,7.00,7.00
34134,7.10,7.10
35037,9.80,9.80
35039,9.60,9.60
35041,8.40,8.40
35043,8.80,8.80
35390,9.00,9.00
35392,8.90,8.90
35394,9.10,9.10
35396,8.00,8.00
35398,8.40,8.40
35576,6.90,6.90
35578,7.40,7.40
35579,6.50,6.50
35580,6.60,6.60
35581,6.90,6.90
35582,7.10,7.10
35583,6.80,6.80
35584,6.70,6.70
35585,5.40,5.40
35586,6.60,6.60
36037,7.60,7.60
36039,7.20,7.20
36041,6.60,6.60
36043,7.00,7.00
37073,9.50,9.50
37075,9.60,9.60
37077,8.70,8.70
37079,7.20,7.20
37081,8.00,8.00
37083,8.70,8.70
37085,8.90,8.90
38100,8.20,8.20
38102,8.60,8.60
38104,8.30,8.30
38106,8.20,8.20
38108,7.40,7.40
38110,7.60,7.60
38112,7.60,7.60
38114,8.00,8.00
38116,7.70,7.70
38118,7.70,7.70
38120,6.70,6.70
38122,7.30,7.30
38124,7.50,7.50
38126,7.30,7.30
38226,5.70,5.70
38228,5.30,5.30
38229,5.40,5.40
38239,6.70,6.70
38259,5.60,5.60
38300,6.90,6.90
38302,6.80,6.80
38304,6.70,6.70
38440,8.70,8.70
38442,8.30,8.30
38444,7.70,7.70
38446,8.40,8.40
38448,7.90,7.90
38640,5.90,5.90
38642,5.90,5.90
38644,5.40,5.40
38690,5.40,5.40
39104,6.50,6.50
39106,6.10,6.10
39108,6.30,6.30
39110,6.00,6.00
39112,5.90,5.90
39114,6.20,6.20
39116,6.00,6.00
39118,5.60,5.60
39120,5.90,5.90
39122,5.70,5.70
39124,5.70,5.70
39126,5.50,5.50
