1067,2000.00
1069,1950.00
1097,2050.00
1099,2250.00
1108,1650.00
1109,1950.00
1127,1850.00
1129,1850.00
1139,1800.00
1156,2000.00
1157,1900.00
1159,1850.00
1169,1350.00
1187,2100.00
1189,1750.00
1217,1900.00
1219,1750.00
1237,1600.00
1239,1550.00
1257,1700.00
1259,2000.00
1277,2200.00
1279,1900.00
1307,2050.00
1309,2350.00
1324,2650.00
1326,2450.00
1328,1550.00
1465,1550.00
2826,800.00
2827,600.00
2828,500.00
3042,850.00
3044,1000.00
3046,1250.00
3048,1000.00
3050,1000.00
3051,1100.00
3052,900.00
3053,1000.00
3054,1000.00
3055,1100.00
4103,2450.00
4105,2550.00
4107,2500.00
4109,2350.00
4129,1750.00
4155,1850.00
4157,1850.00
4158,1600.00
4159,1550.00
4177,1750.00
4178,1650.00
4179,1650.00
4205,1150.00
4207,1300.00
4209,1150.00
4229,2050.00
4249,1450.00
4275,2200.00
4277,1950.00
4279,1600.00
4288,1400.00
4289,1400.00
4299,1700.00
4315,1550.00
4316,1600.00
4317,1800.00
4318,1400.00
4319,1400.00
4328,1300.00
4329,1450.00
4347,1550.00
4349,1350.00
4356,1450.00
4357,1400.00
6108,1650.00
6110,1300.00
6112,1100.00
6114,1650.00
6116,1150.00
6118,1100.00
6120,1100.00
6122,900.00
6124,800.00
6126,700.00
6128,950.00
6130,950.00
6132,650.00
6842,700.00
6844,900.00
6846,1000.00
6847,650.00
6849,650.00
6861,500.00
6862,600.00
7545,650.00
7546,650.00
7548,850.00
7549,600.00
7551,550.00
7552,700.00
7554,650.00
7743,2200.00
7745,2000.00
7747,1550.00
7749,2400.00
8056,800.00
8058,750.00
8060,700.00
8062,600.00
8064,700.00
8066,650.00
8523,550.00
8525,450.00
8527,550.00
8529,550.00
8547,600.00
9111,1000.00
9112,1100.00
9113,950.00
9114,900.00
9116,950.00
9117,1100.00
9119,750.00
9120,800.00
9122,650.00
9123,700.00
9125,800.00
9126,900.00
9127,900.00
9128,1050.00
9130,750.00
9131,800.00
9224,900.00
9228,750.00
9247,900.00
14467,4300.00
14469,3650.00
14471,3300.00
14473,3950.00
14476,2600.00
14478,2250.00
14480,2500.00
14482,3250.00
14770,1400.00
14772,1250.00
14774,1800.00
14776,1500.00
15230,1400.00
15232,1300.00
15234,1350.00
17033,1450.00
17034,1250.00
17036,1150.00
17489,1900.00
17491,1150.00
17493,1450.00
18055,3100.00
18057,2600.00
18106,1950.00
18109,1800.00
18119,4500.00
18146,1550.00
18147,1700.00
18435,1250.00
18437,1250.00
18439,1700.00
19053,1550.00
19055,1650.00
19057,1250.00
19059,1450.00
19061,1300.00
19063,1150.00
21335,2700.00
21337,2300.00
21339,2400.00
22844,2850.00
22846,2900.00
22848,3050.00
22850,2900.00
22851,2500.00
23552,2650.00
23554,2000.00
23556,1900.00
23558,1900.00
23560,1550.00
23562,2000.00
23564,2400.00
23566,1850.00
23568,2100.00
23569,1450.00
23570,3400.00
24103,3000.00
24105,3100.00
24106,2600.00
24109,1550.00
24111,2450.00
24114,2350.00
24116,2800.00
24118,3000.00
24143,1500.00
24145,2200.00
24146,1700.00
24147,1950.00
24148,1600.00
24149,1800.00
24159,2150.00
24534,1050.00
24536,1300.00
24537,1150.00
24539,1150.00
24937,1750.00
24939,1400.00
24941,1400.00
24943,1600.00
24944,1650.00
26121,2350.00
26122,2450.00
26123,2450.00
26125,2400.00
26127,2250.00
26129,2450.00
26131,2400.00
26133,2100.00
26135,2750.00
26382,1000.00
26384,900.00
26386,900.00
26388,900.00
26389,950.00
26721,1000.00
26723,1300.00
26725,950.00
27568,1150.00
27570,1000.00
27572,1100.00
27574,1200.00
27576,800.00
27578,950.00
27580,1100.00
27749,1550.00
27751,1600.00
27753,1300.00
27755,1250.00
28195,2500.00
28197,1800.00
28199,2600.00
28201,2300.00
28203,3100.00
28205,2500.00
28207,2100.00
28209,3050.00
28211,2850.00
28213,2800.00
28215,2550.00
28217,2050.00
28219,1800.00
28237,1550.00
28239,1550.00
28259,1450.00
28277,1550.00
28279,2300.00
28307,1650.00
28309,1700.00
28325,1700.00
28327,1750.00
28329,2050.00
28355,2500.00
28357,2300.00
28359,2600.00
28717,1650.00
28719,1650.00
28755,1200.00
28757,1700.00
28759,1700.00
28777,1050.00
28779,1050.00
29221,1250.00
29223,1200.00
29225,1050.00
29227,1050.00
29229,900.00
30159,3000.00
30161,3050.00
30163,2900.00
30165,2350.00
30167,2800.00
30169,3000.00
30171,3100.00
30173,3300.00
30175,3200.00
30177,2450.00
30179,1950.00
30419,2150.00
30449,2400.00
30451,2350.00
30453,2100.00
30455,1950.00
30457,1900.00
30459,2050.00
30519,2550.00
30539,2300.00
30559,2450.00
30625,2600.00
30627,2000.00
30629,2050.00
30655,2350.00
30657,2250.00
30659,2550.00
30823,1900.00
30826,1650.00
30827,1850.00
30851,2000.00
30853,2350.00
30855,2000.00
31134,1450.00
31135,1300.00
31137,1200.00
31139,1350.00
31141,1500.00
31785,1000.00
31787,1000.00
31789,950.00
32049,1200.00
32051,1100.00
32052,1350.00
32105,1400.00
32107,1100.00
32108,1300.00
32423,1250.00
32425,1000.00
32427,1350.00
32429,900.00
32756,1300.00
32758,1050.00
32760,1300.00
33098,2150.00
33100,2000.00
33102,2150.00
33104,1750.00
33106,2000.00
33330,1650.00
33332,1750.00
33333,1550.00
33334,1600.00
33335,1700.00
33602,1900.00
33604,1900.00
33605,1550.00
33607,1750.00
33609,1350.00
33611,1850.00
33613,1900.00
33615,2150.00
33617,1900.00
33619,2000.00
33647,1550.00
33649,1550.00
33659,1350.00
33689,1200.00
33699,1500.00
33719,1600.00
33729,1600.00
33739,1750.00
34117,2000.00
34119,2150.00
34121,2000.00
34123,1650.00
34125,1700.00
34127,1350.00
34128,2100.00
34130,2100.00
34131,2300.00
34132,1700.00
34134,1600.00
35037,2950.00
35039,2600.00
35041,2100.00
35043,2500.00
35390,2600.00
35392,2400.00
35394,2600.00
35396,2250.00
35398,2250.00
35576,1750.00
35578,1850.00
35579,1750.00
35580,1850.00
35581,1900.00
35582,2100.00
35583,1850.00
35584,1800.00
35585,1350.00
35586,1850.00
36037,2050.00
36039,2100.00
36041,1950.00
36043,1900.00
37073,2250.00
37075,2200.00
37077,2200.00
37079,1750.00
37081,1750.00
37083,2400.00
37085,2500.00
38100,2250.00
38102,2750.00
38104,2600.00
38106,2550.00
38108,1900.00
38110,2150.00
38112,1900.00
38114,2200.00
38116,2050.00
38118,2100.00
38120,1800.00
38122,1850.00
38124,1950.00
38126,1900.00
38226,950.00
38228,850.00
38229,850.00
38239,1700.00
38259,750.00
38300,1500.00
38302,1600.00
38304,1350.00
38440,2100.00
38442,2400.00
38444,1800.00
38446,2200.00
38448,2200.00
38640,1000.00
38642,750.00
38644,700.00
38690,600.00
39104,1550.00
39106,1350.00
39108,1150.00
39110,1100.00
39112,1000.00
39114,1200.00
39116,1200.00
39118,1000.00
39120,950.00
39122,950.00
39124,1150.00
39126,950.00
39128,900.00
39130,950.00
40667,3000.00
40668,2650.00
40670,2450.00
40721,2450.00
40723,2300.00
40724,2150.00
40764,2550.00
40878,2450.00
40880,1900.00
40882,2450.00
40883,2450.00
40885,2100.00
41061,1350.00
41063,1700.00
41065,1200.00
41066,1600.00
41068,1450.00
41069,1300.00
41169,1350.00
41179,1350.00
41189,1300.00
41199,1200.00
41236,1200.00
41238,1250.00
41239,1200.00
41460,2100.00
41462,2200.00
41464,2400.00
41466,1750.00
41468,2650.00
41469,1600.00
41470,2400.00
41472,1750.00
41515,1800.00
41516,1800.00
41517,1400.00
41539,2300.00
41540,1550.00
41541,2000.00
41542,2150.00
41747,1400.00
41748,1300.00
41749,1550.00
41751,1250.00
42103,1300.00
42105,1250.00
42107,1150.00
42109,1250.00
42111,1700.00
42113,1500.00
42115,1400.00
42117,1200.00
42119,1300.00
42275,1000.00
42277,1050.00
42279,1150.00
42281,1050.00
42283,1100.00
42285,1200.00
42287,1400.00
42289,1150.00
42327,1300.00
42329,1300.00
42349,1600.00
42369,1550.00
42389,1200.00
42399,1550.00
42549,1400.00
42551,1400.00
42553,1350.00
42555,1250.00
42651,1550.00
42653,1600.00
42655,1500.00
42657,1550.00
42659,1700.00
42697,1950.00
42699,1900.00
42719,1700.00
42853,1200.00
42855,1250.00
42857,1150.00
42859,1150.00
42897,1350.00
42899,1150.00
44135,1650.00
44137,1950.00
44139,2350.00
44141,1850.00
44143,1600.00
44145,1050.00
44147,1150.00
44149,1350.00
44225,1650.00
44227,1650.00
44229,2100.00
44263,1650.00
44265,1750.00
44267,2050.00
44269,1650.00
44287,1650.00
44289,1500.00
44309,1450.00
44319,1400.00
44328,1250.00
44329,1300.00
44339,1300.00
44357,1200.00
44359,1250.00
44369,1250.00
44379,1200.00
44388,1250.00
44532,1300.00
44534,1300.00
44536,1200.00
44575,1350.00
44577,1200.00
44579,1200.00
44581,1300.00
44623,1100.00
44625,1200.00
44627,1200.00
44628,1000.00
44629,1050.00
44649,1050.00
44651,1200.00
44652,1100.00
44653,1050.00
44787,1450.00
44789,1650.00
44791,1650.00
44793,1300.00
44795,1600.00
44797,2200.00
44799,1850.00
44801,1400.00
44803,1500.00
44805,1350.00
44807,1300.00
44809,1250.00
44866,1150.00
44867,1250.00
44869,1400.00
44879,1550.00
44892,1350.00
44894,1200.00
45127,1400.00
45128,1850.00
45130,2150.00
45131,2500.00
45133,2550.00
45134,2300.00
45136,1650.00
45138,1400.00
45139,1050.00
45141,1250.00
45143,1050.00
45144,1250.00
45145,1200.00
45147,1700.00
45149,2000.00
45219,1900.00
45239,2300.00
45257,1850.00
45259,2200.00
45276,1400.00
45277,1500.00
45279,1150.00
45289,1950.00
45307,1150.00
45309,1300.00
45326,1050.00
45327,1250.00
45329,1100.00
45355,1300.00
45356,1100.00
45357,1400.00
45359,1500.00
45468,1400.00
45470,1850.00
45472,1550.00
45473,1400.00
45475,1300.00
45476,1100.00
45478,1700.00
45479,1550.00
45481,1950.00
45525,1400.00
45527,1450.00
45529,1450.00
45657,1600.00
45659,1450.00
45661,1050.00
45663,1150.00
45665,1300.00
45699,1150.00
45701,1100.00
45768,1250.00
45770,1100.00
45772,1250.00
45879,1100.00
45881,750.00
45883,1200.00
45884,1000.00
45886,1100.00
45888,850.00
45889,950.00
45891,1100.00
45892,1050.00
45894,1400.00
45896,850.00
45897,1050.00
45899,1000.00
45964,1250.00
45966,1000.00
45968,950.00
46045,1050.00
46047,1050.00
46049,1150.00
46117,1150.00
46119,1100.00
46145,1450.00
46147,1600.00
46149,1200.00
46236,1250.00
46238,1300.00
46240,1350.00
46242,1500.00
46244,1750.00
46282,1550.00
46284,1300.00
46286,1250.00
46395,2000.00
46397,1700.00
46399,1850.00
46483,1200.00
46485,1400.00
46487,1250.00
46535,1600.00
46537,1550.00
46539,1700.00
47051,1350.00
47053,950.00
47055,1200.00
47057,1350.00
47058,1400.00
47059,950.00
47119,950.00
47137,900.00
47138,900.00
47139,800.00
47166,800.00
47167,1000.00
47169,750.00
47178,1100.00
47179,1150.00
47198,950.00
47199,1650.00
47226,850.00
47228,1300.00
47229,1050.00
47239,1550.00
47249,1300.00
47259,1300.00
47269,1600.00
47279,1250.00
47441,1600.00
47443,1550.00
47445,1350.00
47447,2000.00
47533,1450.00
47798,1250.00
47799,1300.00
47800,1900.00
47802,2250.00
47803,1300.00
47804,1350.00
47805,1200.00
47807,1500.00
47809,1450.00
47829,1550.00
47839,1750.00
47877,1950.00
48143,3250.00
48145,3850.00
48147,3800.00
48149,3700.00
48151,3700.00
48153,3200.00
48155,3350.00
48157,1750.00
48159,2400.00
48161,2500.00
48163,2400.00
48165,2550.00
48167,2300.00
48429,1350.00
48431,1400.00
48432,1550.00
48527,1350.00
48529,1400.00
48531,1600.00
49074,2000.00
49076,2550.00
49078,2300.00
49080,1950.00
49082,1750.00
49084,1350.00
49086,1750.00
49088,1500.00
49090,1650.00
49477,1650.00
49479,1500.00
49808,1700.00
49809,1550.00
49811,1300.00
50126,1100.00
50127,900.00
50129,1750.00
50169,1450.00
50170,1700.00
50171,1600.00
50226,2700.00
50259,2300.00
50354,2750.00
51371,2100.00
51373,1950.00
51375,2600.00
51377,1750.00
51379,2050.00
51381,1950.00
51427,2400.00
51429,2200.00
51465,2100.00
51467,2300.00
51469,2200.00
51643,1300.00
51645,1300.00
51647,950.00
52062,2700.00
52064,2700.00
52066,2600.00
52068,1900.00
52070,2450.00
52072,2500.00
52074,2600.00
52076,2150.00
52078,2100.00
52080,2050.00
52222,1200.00
52223,1300.00
52224,1450.00
52249,1300.00
52349,1250.00
52351,1200.00
52353,1250.00
52355,1400.00
53111,3100.00
53113,3500.00
53115,3100.00
53117,2600.00
53119,1750.00
53121,2750.00
53123,2500.00
53125,2400.00
53127,2950.00
53129,2950.00
53173,2950.00
53175,2700.00
53177,2600.00
53179,2500.00
53225,3050.00
53227,2800.00
53229,2550.00
53757,2050.00
53840,1850.00
53842,2250.00
53844,2250.00
53879,1700.00
53881,1650.00
54290,2700.00
54292,2700.00
54293,1800.00
54294,2350.00
54295,2550.00
54296,2600.00
55116,3600.00
55118,3450.00
55120,2750.00
55122,3400.00
55124,2550.00
55126,2650.00
55127,2650.00
55128,3200.00
55129,2900.00
55130,3100.00
55131,3500.00
55246,2850.00
55252,2950.00
55543,1900.00
55545,1750.00
55583,1750.00
56068,2450.00
56070,2100.00
56072,2550.00
56073,2250.00
56075,2650.00
56076,2300.00
56077,2150.00
56564,1550.00
56566,1600.00
56567,1600.00
57072,1600.00
57074,1450.00
57076,1600.00
57078,1300.00
57080,1300.00
58089,900.00
58091,950.00
58093,1200.00
58095,1050.00
58097,1000.00
58099,1250.00
58119,1150.00
58135,1050.00
58452,1300.00
58453,1350.00
58454,1500.00
58455,1350.00
58456,1550.00
58507,1100.00
58509,1300.00
58511,1250.00
58513,1050.00
58515,1200.00
58636,1100.00
58638,1000.00
58640,1300.00
58642,1300.00
58644,1000.00
58706,1200.00
58708,1200.00
58710,1050.00
59063,1350.00
59065,1200.00
59067,1150.00
59069,1400.00
59071,1350.00
59073,1200.00
59075,1200.00
59077,1150.00
59227,1300.00
59229,1100.00
59423,1500.00
59425,1250.00
59427,1400.00
59555,1500.00
59556,1700.00
59557,1400.00
59558,1400.00
59755,1100.00
59757,1200.00
59759,1100.00
59821,1050.00
59823,1100.00
61348,3500.00
61350,3350.00
61352,3300.00
63065,2900.00
63067,3100.00
63069,2800.00
63071,3000.00
63073,2450.00
63075,2900.00
63450,2300.00
63452,2150.00
63454,1950.00
63456,2300.00
63457,2200.00
63739,2750.00
63741,2650.00
63743,2700.00
64283,3350.00
64285,3550.00
64287,3400.00
64289,2500.00
64291,2900.00
64293,3250.00
64295,2850.00
64297,2650.00
65183,3550.00
65185,3250.00
65187,3300.00
65189,3750.00
65191,3550.00
65193,4000.00
65195,3300.00
65197,3200.00
65199,3000.00
65201,3350.00
65203,3250.00
65205,2850.00
65207,2700.00
65428,2400.00
66111,1800.00
66113,1600.00
66115,1200.00
66117,1750.00
66119,1550.00
66121,1600.00
66123,2050.00
66125,1150.00
66126,1250.00
66127,1450.00
66128,1400.00
66129,2850.00
66130,1250.00
66131,1200.00
66132,1250.00
66133,1550.00
67059,1800.00
67061,1950.00
67063,1900.00
67065,1800.00
67067,2100.00
67069,1700.00
67071,2100.00
67346,2500.00
67433,2050.00
67434,2200.00
67435,2050.00
67547,1800.00
67549,1850.00
67550,1950.00
67551,1800.00
67655,1500.00
67657,1300.00
67659,1300.00
67661,1250.00
67663,1400.00
68159,2900.00
68161,3050.00
68163,3050.00
68165,3200.00
68167,2650.00
68169,2150.00
68199,2800.00
68219,2250.00
68229,2250.00
68239,2750.00
68259,2650.00
68305,2050.00
68307,2200.00
68309,2350.00
69115,4300.00
69117,4250.00
69118,2800.00
69120,5400.00
69121,4000.00
69123,2850.00
69124,3000.00
69126,2800.00
71032,3200.00
71034,3200.00
71063,3250.00
71065,3100.00
71067,2800.00
71069,3250.00
71332,3300.00
71334,3200.00
71336,3150.00
71634,3500.00
71636,3550.00
71638,3450.00
71640,3350.00
71642,3050.00
72070,3700.00
72072,3650.00
72074,3850.00
72076,3600.00
72760,2800.00
72762,3100.00
72764,3100.00
72766,2900.00
72768,3000.00
72770,2800.00
73033,2400.00
73035,2300.00
73037,2100.00
73430,2700.00
73431,2350.00
73432,2050.00
73433,2150.00
73434,2250.00
73525,2300.00
73527,2050.00
73529,1850.00
73728,3350.00
73730,3050.00
73732,3250.00
73733,3150.00
73734,3300.00
74072,2650.00
74074,2850.00
74076,2750.00
74078,2600.00
74080,2550.00
74081,2700.00
75172,1850.00
75173,2350.00
75175,2100.00
75177,2050.00
75179,2400.00
75180,2350.00
75181,2250.00
76131,3200.00
76133,3350.00
76135,3250.00
76137,3500.00
76139,3150.00
76149,3000.00
76185,3350.00
76187,3100.00
76189,3100.00
76199,3150.00
76227,3150.00
76228,2650.00
76229,2900.00
76530,3450.00
76532,2550.00
76534,2350.00
77652,2300.00
77654,2500.00
77656,2200.00
78048,1850.00
78050,2300.00
78052,1800.00
78054,1850.00
78056,1950.00
78462,4700.00
78464,4550.00
78465,4150.00
78467,4250.00
79098,4400.00
79100,4550.00
79102,4750.00
79104,5100.00
79106,4150.00
79108,3800.00
79110,3900.00
79111,4150.00
79112,3050.00
79114,3500.00
79115,3850.00
79117,4200.00
83022,3850.00
83024,3950.00
83026,3850.00
84028,3800.00
84034,3500.00
85049,4000.00
85051,4050.00
85053,4100.00
85055,3900.00
85057,3600.00
86150,3750.00
86152,3750.00
86153,3650.00
86154,2900.00
86156,3200.00
86157,3500.00
86159,3550.00
86161,3000.00
86163,3200.00
86165,3300.00
86167,3200.00
86169,3350.00
86179,3350.00
86199,3450.00
87435,2850.00
87437,2700.00
87439,2700.00
88045,3300.00
88046,2950.00
88048,3200.00
88212,3000.00
88213,2900.00
88214,3100.00
89073,3450.00
89075,3400.00
89077,3450.00
89079,2800.00
89081,3150.00
89231,2900.00
89233,3000.00
90402,3100.00
90403,3250.00
90408,3100.00
90409,3000.00
90411,2950.00
90419,2950.00
90425,3200.00
90427,3000.00
90429,2700.00
90431,2950.00
90439,2600.00
90441,2700.00
90443,2500.00
90449,2850.00
90451,3100.00
90453,3050.00
90455,2850.00
90459,2500.00
90461,2750.00
90469,2800.00
90471,2650.00
90473,2750.00
90478,2800.00
90480,2900.00
90482,3100.00
90489,2900.00
90491,3050.00
90762,2650.00
90763,2750.00
90765,2700.00
90766,2700.00
90768,2900.00
91052,3750.00
91054,3650.00
91056,3000.00
91058,3150.00
93047,4150.00
93049,4100.00
93051,3700.00
93053,3750.00
93055,3900.00
93057,3500.00
93059,3850.00
94032,2400.00
94034,2200.00
94036,2100.00
95444,2450.00
95445,2100.00
95447,2200.00
95448,2100.00
96047,3050.00
96049,2800.00
96050,2550.00
96052,2750.00
97070,3550.00
97072,3550.00
97074,3450.00
97076,2750.00
97078,2550.00
97080,2950.00
97082,3250.00
97084,2400.00
97421,1700.00
97422,1900.00
97424,1500.00
99084,2300.00
99085,1700.00
99086,1600.00
99087,1350.00
99089,1700.00
99090,1400.00
99091,1450.00
99092,1800.00
99094,2300.00
99095,1350.00
99096,2100.00
99097,1400.00
99098,1550.00
99099,1750.00
99423,1850.00
99425,1900.00
99427,1150.00
12489,2650.00
12439,2650.00
80995,6250.00
80997,6250.00
80999,6250.00
81247,6250.00
81249,6250.00
21035,2900.00
21037,2900.00
22113,2900.00
20251,4950.00
22297,4950.00
22335,4950.00
22337,4950.00
21029,2750.00
21039,2750.00
12524,2750.00
